,particle,turning_point,v_e (px/frame),v_g (px/frame),v_e (m/s),v_g (m/s),radius,charge,plate err,voltage err,v_e prop,v_g prop,v_e err,v_g err,ep,charge err,quantization
77,4312.0,251,0.6128559637333333,-0.132502852689243,8.463927440688616e-05,1.8299479767059775e-05,4.2213016979149433e-07,9.871069817115729e-20,1.1171928113301777e-23,1.0967855352350813e-23,1.4469216140162944e-22,2.1714283976789775e-21,2.8692570357211028e-06,6.2034925794922e-07,0.03066440990616228,2.171484835792203e-21,0.6161037199198025
78,4324.0,256,0.6914782906187499,-0.19370895512109376,9.549751368912346e-05,2.6752428592992257e-05,5.103976046108174e-07,1.4804291546312955e-19,1.6755274148399884e-23,1.6449212829236623e-23,7.188609551845046e-22,1.0312406098564428e-20,1.0854428506072285e-05,3.0407317668157366e-06,0.11273923111917933,1.0312432829236915e-20,0.9240112025796404
79,4413.0,250,0.736405668775862,-0.193560632208,0.00010170226800864958,2.6731944263092456e-05,5.102021615126264e-07,1.5545985019243966e-19,1.7594711647598078e-23,1.7273316688048858e-23,5.7546018811425785e-22,7.920232642498046e-21,8.467828944083672e-06,2.2257274669960566e-06,0.0819969254419227,7.92027102141328e-21,0.9703040681128876
80,4434.0,244,0.6644436660309279,-0.14774756071721315,9.176386150266704e-05,2.0404870107348056e-05,4.457526543596017e-07,1.1508949428695629e-19,1.3025655583356277e-23,1.2787721587439591e-23,2.215512275392466e-22,3.1832143102269728e-21,3.984935422656213e-06,8.861014385614851e-07,0.04095025153496778,3.1832666458153573e-21,0.7183321247605284
81,4512.0,251,0.6850209112307694,-0.11812248765737052,9.460570886333822e-05,1.631346064669522e-05,3.9856583705635224e-07,9.897164973285455e-20,1.120146221793632e-23,1.0996849970317176e-23,1.858959865882012e-22,2.615839369797798e-21,3.7472092936879505e-06,6.461549951051441e-07,0.036877591936955785,2.6158864677292918e-21,0.617732451464197
82,4523.0,249,1.0714643981818182,-0.2562985877951807,0.00014797599204628172,3.539645167250548e-05,5.87092976479414e-07,2.626382615181216e-19,2.972500277928696e-23,2.918202905756907e-23,8.48564522687355e-22,9.405734194548441e-21,9.046620982274733e-06,2.1639880765145237e-06,0.059402740616487495,9.405826433924239e-21,1.6392590966585352
83,4525.0,251,0.9031727107314814,-0.17045425082868523,0.00012473384844742316,2.354080724257558e-05,4.787818696783123e-07,1.661153111660382e-19,1.8800680668349253e-23,1.8457256796226474e-23,1.978171265726309e-22,2.3762197783936614e-21,2.868378930385606e-06,5.413442809578256e-07,0.017886400423731897,2.376365832768864e-21,1.036810224638205
84,4625.0,251,1.3690921645575755,-0.2382851749203187,0.00018908026397982118,3.290868572823315e-05,5.660858376896474e-07,3.0445622113635325e-19,3.445789645095132e-23,3.382846901515037e-23,7.991413924310744e-22,7.53822415596006e-21,7.980396934384343e-06,1.3889570977552536e-06,0.039654603789101385,7.538378813607307e-21,1.9002662717427932
85,4652.0,249,0.5500743416839826,-0.2379175061807229,7.596873638360512e-05,3.2857908356088624e-05,5.656489401480653e-07,1.4911752692199481e-19,1.6876897054433398e-23,1.6568614102443874e-23,1.0698989151352097e-22,1.855206387049172e-21,1.5598710662581464e-06,6.746735957751907e-07,0.014584729555129702,1.8553571319763494e-21,0.9307183997684128
86,4713.0,249,0.16466040199999998,-0.07205907120883534,2.2740640172493052e-05,9.951812273142504e-06,3.1129927430892605e-07,2.121860960024603e-20,2.4014902691411524e-24,2.3576232889162262e-24,2.8417562236283716e-23,9.058874428796674e-22,1.386697592608165e-06,6.068498519205141e-07,0.05924124445521309,9.058936939344196e-22,0.1324361446980164
87,4724.0,252,1.4220662424166666,-0.22230059948809525,0.00019639631828572053,3.070111503243061e-05,5.467692664612373e-07,2.9879498269422444e-19,3.381716601261466e-23,3.319944252158051e-23,6.053798451556071e-22,5.578238207659702e-21,6.17831584663186e-06,9.65808255316591e-07,0.0279417086962976,5.578439504475726e-21,1.8649316005453436
88,4813.0,249,0.8805937827377779,-0.15151926167068272,0.00012161555606656623,2.092576580041882e-05,4.514063883267083e-07,1.485484198073099e-19,1.6812486368541944e-23,1.6505379978589995e-23,1.1567311732864294e-21,1.4089809346486752e-20,1.812596795007598e-05,3.118842461416514e-06,0.14834073597873312,1.4089829044655282e-20,0.9271663125388986
89,4822.0,246,0.4825220679130435,-0.14291253188211378,6.663934126492524e-05,1.9737122126490928e-05,4.3839837422987695e-07,8.68182424069281e-20,9.825957885655153e-24,9.64647137854757e-24,2.4516279203929606e-22,4.2933102259168576e-21,5.144766751330517e-06,1.523767908803837e-06,0.07583820408566616,4.293332307173612e-21,0.5418768491644277
90,4834.0,246,1.0249343979451477,-0.3270915398252032,0.00014154990550843796,4.517340490053965e-05,6.632365230469706e-07,3.0872514107424124e-19,3.494104637847823e-23,3.430279345269348e-23,6.549290573218971e-22,7.749162216565977e-21,6.159417090875661e-06,1.965680169110702e-06,0.04104369203367209,7.749316912929448e-21,1.9269107743397884
91,4861.0,255,0.3822126501416309,-0.28189319310196076,5.278597793199731e-05,3.893122811279661e-05,6.157098093976893e-07,1.3897230261891093e-19,1.5728675851389638e-23,1.5441366957656772e-23,8.618894284840249e-23,2.0027718093125082e-21,1.2707256867516748e-06,9.371979741182699e-07,0.019251621625460992,2.0028930943099426e-21,0.867396890060186
92,4922.0,251,0.792132596575,-0.2083707272669323,0.00010939850825588706,2.8777311810874808e-05,5.293612315305654e-07,1.7486655033387029e-19,1.9791132733796178e-23,1.942961670376337e-23,7.3722356748169105e-22,9.751505786725526e-21,1.0075814163879456e-05,2.6504460669991326e-06,0.0909608363566968,9.751545226654161e-21,1.0914311634533722
93,4924.0,253,0.05153468087671231,-0.014961113778656129,7.1172645031048425e-06,2.0662241855825602e-06,1.418455583327743e-07,1.9366843593450337e-21,2.1919101821407934e-25,2.1518715103833714e-25,6.206191022914512e-25,3.229234443490163e-23,1.2710240565680508e-07,3.6899298108037114e-08,0.010489386539739607,3.22938052777117e-23,0.012087833033396785
94,5113.0,250,0.5402256993333333,-0.12664868006,7.460857675103182e-05,1.7490981599605567e-05,4.1269966104735716e-07,8.585683936070345e-20,9.717147737218075e-24,9.539648817855942e-24,5.738545058421452e-22,9.268282440859761e-21,1.233177785142658e-05,2.8910201599140247e-06,0.16465320673743297,9.26829244421048e-21,0.5358762433122212
95,5161.0,252,1.3015383223220338,-0.3961977805555556,0.000179750652246286,5.4717412658534965e-05,7.299444274337854e-07,4.3328712659540485e-19,4.9038784249601836e-23,4.81430140661561e-23,1.1573267401603975e-21,1.194475128990482e-20,8.807306534658878e-06,2.681008497297949e-06,0.04681718005655023,1.1944948971420803e-20,2.7043655392439776
96,5223.0,251,0.43625814767796606,-0.2741079696095618,6.025000205369937e-05,3.785603964032413e-05,6.071480570939987e-07,1.4621591529289677e-19,1.6548497021472475e-23,1.624621281032187e-23,1.2096457673957698e-22,2.545005862992874e-21,1.7440723794919549e-06,1.0958285623757582e-06,0.0250808953887376,2.5451115171741395e-21,0.9126079644096218
97,5224.0,255,0.62523373644,-0.1880104899019608,8.634872289504917e-05,2.5965434601056236e-05,5.028342120919504e-07,1.3357103044904588e-19,1.5117368004113755e-23,1.4841225605449547e-23,5.528487636870461e-22,8.44695693362399e-21,8.857028616362548e-06,2.6633468288507963e-06,0.10154941103564323,8.446983499172425e-21,0.8336848007141753
98,5262.0,252,0.002807680142857139,-0.0002328404642857154,3.8775833820792015e-07,3.2156736845071434e-08,1.7695506847792176e-08,1.6164678335155058e-24,1.8294939422054105e-28,1.7960753705727848e-28,7.156594493611841e-28,6.836189918143926e-26,6.78957123669184e-09,5.630580545558625e-10,0.009884364680542513,6.836237992522993e-26,1.008919867664969e-05
99,5314.0,252,0.6872414985506075,-0.20985852863492063,9.491238597938241e-05,2.898278656465056e-05,5.312477332982498e-07,1.5746700370107275e-19,1.78218782579682e-23,1.749633374456364e-23,1.3504460115423126e-22,1.965607564846201e-21,1.9491408775374962e-06,5.951966485214741e-07,0.014589158492700278,1.9657662221179192e-21,0.9828317349821334
100,5332.0,251,1.3456839664166667,-0.15851180541434262,0.00018584744416070748,2.189148019947019e-05,4.617050071844637e-07,2.2259539829638417e-19,2.5193011843630294e-23,2.4732822032931583e-23,1.9215828185536155e-21,1.862523591053701e-20,2.4221687896733415e-05,2.8531390538282868e-06,0.1295271540206775,1.862526937049472e-20,1.389331201868699
101,5341.0,250,0.8182861064347825,-0.131196672728,0.00011301047294044468,1.811908807519965e-05,4.200443900018811e-07,1.2496842477818225e-19,1.41437380539403e-23,1.3885380530909142e-23,2.666847787768706e-22,3.395414261989125e-21,4.681062257349351e-06,7.505196387515625e-07,0.038818132845009075,3.395472111450451e-21,0.7799915592214216
102,5414.0,254,0.8142978592979592,-0.17127539698818897,0.00011245967085350774,2.3654212706885692e-05,4.799337257883871e-07,1.529400251351659e-19,1.7309521643682326e-23,1.6993336126129548e-23,1.2966735941885014e-21,1.6582857019141277e-20,1.9620345602199408e-05,4.126846759684947e-06,0.17386592032082207,1.6582874760134183e-20,0.9545765571125945
103,5424.0,255,0.7329277576666665,-0.42385832553333336,0.00010122194654626102,5.853750839906828e-05,7.549951074147454e-07,3.069287236525959e-19,3.4737730560963643e-23,3.4103191516955114e-23,2.2985739869077927e-22,3.6598293653430914e-21,2.080544135467786e-06,1.2031962826254945e-06,0.01461457938405603,3.660153100762833e-21,1.9156984186730768
104,5522.0,252,1.1093019870099008,-0.1433095398888889,0.0001532016017380045,1.9791951436501186e-05,4.3900688264705925e-07,1.7417767508397015e-19,1.9713166870789388e-23,1.9353075009330022e-23,2.8001267120425636e-22,3.0220218090783437e-21,4.0765260164412874e-06,5.266420457210196e-07,0.02234146533361274,3.0221480713236964e-21,1.0871315423192145
105,5523.0,251,1.0224789567428572,-0.10497785173705179,0.0001412107935897995,1.4498103511453954e-05,3.75735836608655e-07,1.2893602534924944e-19,1.4592785109462087e-23,1.4326225038805497e-23,1.0666405836169849e-21,1.250014012323271e-20,1.910636911671693e-05,1.9616497446142747e-06,0.1345297331736723,1.250015685063805e-20,0.8047553742513985
106,5533.0,251,0.48277970924675334,-0.2646779937131474,6.667492315827842e-05,3.6553700485973934e-05,5.966129765997147e-07,1.5069770103322829e-19,1.705573877984183e-23,1.6744189003692038e-23,6.434687875577956e-22,1.250430834233246e-20,9.179244956094721e-06,5.032407311755755e-06,0.1369108601168559,1.2504331185082067e-20,0.9405810708475276
107,5723.0,251,0.8741275303743316,-0.3749983423227091,0.00012072252582689957,5.178963651529347e-05,7.101473196491751e-07,3.0882132339136556e-19,3.495193214823361e-23,3.4313480376818404e-23,1.0874070872347055e-21,1.481633150842553e-20,1.0004506147965868e-05,4.291906033022386e-06,0.08160184316550025,1.4816412467937697e-20,1.9275110971464213
108,5725.0,252,0.8705402123076923,-0.17008774105555555,0.00012022709457356323,2.349018993101063e-05,4.782668556402118e-07,1.6079779074963993e-19,1.8198851718360382e-23,1.7866421194404442e-23,4.49811455225959e-22,5.522851375257792e-21,6.636858701268959e-06,1.2967216083118217e-06,0.05327705156409037,5.522910258224105e-21,1.003620872622764
109,5811.0,245,0.7666843098333332,-0.20324822488571426,0.00010588393933239645,2.8069861919953143e-05,5.228139400474028e-07,1.6699875717084517e-19,1.8900667756279416e-23,1.8555417463427248e-23,4.444351976305742e-22,5.989599864565912e-21,6.24853803701082e-06,1.6564891805721139e-06,0.0572158359534213,5.989658427353505e-21,1.04232426090777
110,5834.0,250,0.5207767334265735,-0.216861288272,7.192255187777352e-05,2.994991184302368e-05,5.400385903033485e-07,1.320574461822803e-19,1.4946062816985917e-23,1.4673049575808928e-23,1.0318578276883021e-22,1.827454020015009e-21,1.6279814549433198e-06,6.779222898054271e-07,0.017420100191569032,1.8275740418507264e-21,0.8242377507546114
111,5853.0,250,0.41632680034538155,-0.268643107932,5.7497357262735693e-05,3.71013077710197e-05,6.010652630645964e-07,1.3932006179673183e-19,1.57680347112431e-23,1.548000686630354e-23,2.1049976267910212e-22,4.558599045429409e-21,3.123975816276831e-06,2.01580722570056e-06,0.05237489220248311,4.5586525990166384e-21,0.8695674321297012
112,5962.0,250,0.8896171291686746,-0.417341985708,0.0001228617371267629,5.7637560764969884e-05,7.491690326929847e-07,3.436983177090834e-19,3.8899257823612427e-23,3.818870196767595e-23,3.3721177284831054e-22,4.6416789687028804e-21,2.8800584897173127e-06,1.3511085720404435e-06,0.018455611277445147,4.6419990497323285e-21,2.145196174213847
113,6011.0,247,0.9182126543000001,-0.13336442067611334,0.00012681095952423376,1.8418467740704813e-05,4.235003461294501e-07,1.3982851932870045e-19,1.582558116873012e-23,1.5536502147633385e-23,1.9287476806383654e-22,2.3076738474709917e-21,3.1846981615192322e-06,4.625567109648312e-07,0.020537958887228192,2.3077804094453793e-21,0.8727409744373843
114,6014.0,247,0.7177224418804781,-0.2055662490688259,9.912199652304391e-05,2.838999568143442e-05,5.257868062007806e-07,1.6005883328525182e-19,1.811521762576571e-23,1.7784314809472432e-23,1.6292897346722298e-22,2.297032246391296e-21,2.3387279821517657e-06,6.69846044696069e-07,0.018649534413071673,2.2971725194082215e-21,0.9990086628916304
115,6052.0,251,0.3457500718148148,-0.30556759233466135,4.775026586388594e-05,4.220081198184844e-05,6.410433869973396e-07,1.4291557970083835e-19,1.617497001105344e-23,1.5879508855648713e-23,1.1001275958146327e-22,2.7873770870935117e-21,1.5756254208494045e-06,1.3925089407591277e-06,0.02966349999844826,2.787469248998142e-21,0.8920088898115957
116,6061.0,250,1.8836647706090908,-0.183616718916,0.0002601459867322746,2.535862711256198e-05,4.969239051721045e-07,3.3469756683084793e-19,3.788056639866649e-23,3.71886185367609e-23,2.7343292073043215e-21,2.207367886855208e-20,2.721768749087703e-05,2.653137942341988e-06,0.1036215648179539,2.2073742698568858e-20,2.089017905790125
117,6134.0,251,0.44685427126209676,-0.29129540361354583,6.171339355963037e-05,4.022973269236145e-05,6.258937202412835e-07,1.5748096304175061e-19,1.7823458155116653e-23,1.749788478241674e-23,7.3372271413583305e-22,1.5373438528679724e-20,1.00709684504011e-05,6.565063843416174e-06,0.16254805690760277,1.5373458818584928e-20,0.9829188623338653
118,6213.0,246,0.8526557618951965,-0.21541442201219513,0.00011775713915882204,2.9750090485901383e-05,5.382340467795308e-07,1.9044654425451302e-19,2.1554452974782564e-23,2.1160727139390345e-23,1.0657538103106297e-21,1.3480030846025332e-20,1.3849420759994841e-05,3.4989090574921636e-06,0.1167185798458629,1.3480064687552896e-20,1.1886738371318837
119,6253.0,248,0.2850776051,-0.2792206456008065,3.937101549658048e-05,3.856213244480689e-05,6.127841756634632e-07,1.1742470641610133e-19,1.3289951374182136e-23,1.304718960178904e-23,1.2095808686206423e-22,3.434619519597575e-21,1.948756191152191e-06,1.908718721069695e-06,0.047340081063612635,3.434670012732622e-21,0.7329073724917666
120,6262.0,248,0.5186464071698113,-0.21783196241935482,7.162834038389509e-05,3.0083968065659027e-05,5.412458510094156e-07,1.3220386796759025e-19,1.496263461406578e-23,1.4689318663065586e-23,7.673989568073145e-23,1.3641000015450068e-21,1.2092175688401061e-06,5.078724779947412e-07,0.008723747822936542,1.3642611446246158e-21,0.8251516436586037
121,6324.0,258,0.8180301498838175,-0.11743497462790697,0.00011297512372621594,1.621851076058398e-05,3.974042500574119e-07,1.1485442876941254e-19,1.2999051222202219e-23,1.2761603196601398e-23,3.5018358772133865e-22,4.488754604631509e-21,6.538231564156672e-06,9.386170643675788e-07,0.05603940083742663,4.4887915672761416e-21,0.7168649611960234
122,6413.0,252,0.6059383109504133,-0.28207859301984123,8.368390292191535e-05,3.895683301093435e-05,6.159122509387685e-07,1.8590049574247583e-19,2.103993805272215e-23,2.0655610638052874e-23,1.2989006628907902e-22,2.174374162587792e-21,1.6397817223192373e-06,7.633571152910893e-07,0.013231384226411052,2.1745740576428883e-21,1.1602996340202256
123,6523.0,250,0.3940113565140563,-0.29638111419999996,5.441545370672684e-05,4.093210140434839e-05,6.313338006543506e-07,1.4879891544827137e-19,1.6840837087819245e-23,1.6533212827585713e-23,9.097540942019073e-23,2.0912349903380672e-21,1.2829909979129106e-06,9.650846230276936e-07,0.01862834582727154,2.091368151649651e-21,0.9287297833589757
124,6534.0,250,0.42852551815040646,-0.25930565865200006,5.918207713952705e-05,3.581174712604214e-05,5.905270219851996e-07,1.3700123170289426e-19,1.5505593014494133e-23,1.522235907809937e-23,1.0089436365177314e-22,2.124843079027651e-21,1.5192453416336823e-06,9.19312613322678e-07,0.021215380659552623,2.1249541769464916e-21,0.855094433020748
125,6641.0,250,0.6053344743888889,-0.215554188032,8.360050928384673e-05,2.9769393054862216e-05,5.384086280156785e-07,1.464289004571623e-19,1.657260236150612e-23,1.6269877828573593e-23,2.397848374087115e-22,3.821495899842579e-21,3.582987107106071e-06,1.275869637824728e-06,0.04034790094627444,3.821566468424595e-21,0.9139373132484294
126,6814.0,248,0.8692008143293172,-0.13997282108467743,0.00012004211526400225,1.933112952205351e-05,4.3386601817590864e-07,1.3829067306242322e-19,1.5651530045047774e-23,1.536563034026925e-23,9.339561410483384e-22,1.1479237684078168e-20,1.538852368782328e-05,2.478109819276957e-06,0.12737534150888377,1.1479258638106766e-20,0.8631424929873258
127,6913.0,252,1.5899881432857144,-0.4210526821468254,0.00021958739202513765,5.8150031349759774e-05,7.524921909007028e-07,5.315538768231908e-19,6.016046700347163e-23,5.906154186924345e-23,7.212440477078389e-22,6.519707323896977e-21,4.874253169710928e-06,1.2907752672471714e-06,0.016847221551489284,6.520252382906196e-21,3.317698354039722
128,7033.0,251,0.6263013164630542,-0.2319992637131474,8.64961624303882e-05,3.204056173981654e-05,5.58569324611595e-07,1.5999792765982217e-19,1.8108324418832692e-23,1.7777547517758022e-23,3.7406614056546046e-22,5.8951535361646566e-21,5.2719826774743895e-06,1.952887639434934e-06,0.05921206497731646,5.895208153031041e-21,0.9986285198768764
129,7112.0,245,0.8712568913333332,-0.19770646100408165,0.00012032607246772185,2.7304509371177478e-05,5.156371618752038e-07,1.810018548544818e-19,2.0485517256724368e-23,2.011131720605354e-23,3.948934468734456e-22,4.8865817085462306e-21,5.344051604728717e-06,1.2126773867776186e-06,0.04199558677391043,4.886666032766679e-21,1.129724722388953
130,7344.0,251,0.42505597143076923,-0.26589426630278884,5.870291085209795e-05,3.6721675402691934e-05,5.979822107270719e-07,1.3968367919586016e-19,1.5809188380694045e-23,1.5520408799540022e-23,9.46510924224841e-23,2.015484812867666e-21,1.4050405834668672e-06,8.789248009127513e-07,0.019078277909002378,2.015606569851064e-21,0.8718369534316586
131,7634.0,250,0.5459051698955824,-0.239254936856,7.539294746103637e-05,3.304261596868227e-05,5.672365829887644e-07,1.4907925995180978e-19,1.6872566056396287e-23,1.6564362216867758e-23,9.574013162253305e-23,1.670852756301247e-21,1.3948697283367624e-06,6.113323104073035e-07,0.011550182661583914,1.6710200462054468e-21,0.9304795561261544
132,7842.0,252,0.5765900996907894,-0.15019712893253967,7.963072982228078e-05,2.074317092944077e-05,4.494326233872769e-07,1.0403946979051674e-19,1.1775030457492082e-23,1.1559941087835198e-23,1.934248429469813e-22,3.038426526537191e-21,3.6603647027699006e-06,9.534958534613742e-07,0.04363540218972015,3.0384713328818967e-21,0.6493632964207995
133,7843.0,252,1.0643981430323883,-0.8525473627539681,0.00014700009763713158,0.00011774216855365079,1.0707622112072878e-06,7.543593616773649e-19,8.537725612722135e-23,8.381770685304055e-23,5.629183969102679e-22,8.01069059668532e-21,2.7994578754820856e-06,2.242272259216498e-06,0.012400740872567902,8.011584020633406e-21,4.7083408130685624
134,7934.0,248,0.5750420085976096,-0.23569108954032258,7.941692867715636e-05,3.2550426174104184e-05,5.629960660990248e-07,1.525626357533637e-19,1.7266809281979573e-23,1.695140397259597e-23,6.239635618377596e-22,1.0468333056576812e-20,8.999252863666166e-06,3.688502197707376e-06,0.11239105595172545,1.0468361021488428e-20,0.9522210778555902
135,8014.0,254,0.5823003580165974,-0.21912161381496062,8.0419352516638e-05,3.026207705834462e-05,5.428456813787262e-07,1.443723712602285e-19,1.6339847485117612e-23,1.6041374584469837e-23,1.6945649475417628e-22,2.781771903830225e-21,2.54502075741861e-06,9.57700004612128e-07,0.028153719022332206,2.7818661436621335e-21,0.9011014675718276
136,8061.0,254,0.6457812741842105,-0.1951479916889764,8.918646746870696e-05,2.695116862027142e-05,5.122899326435772e-07,1.4127256912276437e-19,1.598901654898989e-23,1.56969521247516e-23,1.3167916337722526e-22,1.978696916019889e-21,2.0360496908848404e-06,6.152718018296056e-07,0.017671356426470632,1.978823773968473e-21,0.8817540243535096
137,8114.0,249,0.812557082784,-0.1682088314939759,0.00011221925863633926,2.3230700668640556e-05,4.7561788263452044e-07,1.505214231011413e-19,1.7035787909047437e-23,1.6724602566793485e-23,1.4243095342871112e-22,1.8223213033337058e-21,2.179569543411388e-06,4.5119641908843786e-07,0.012974510840108784,1.822477671463921e-21,0.9394808305320327
138,8224.0,259,0.5099163649404256,-0.21458206073359073,7.042266648405165e-05,2.9635136142899966e-05,5.371931722032205e-07,1.2888442043374965e-19,1.45869445428676e-23,1.4320491159305522e-23,8.027834424234028e-23,1.4400455269548385e-21,1.2851895800021444e-06,5.408310999048203e-07,0.011142601176888764,1.4401906037468717e-21,0.8044332817022157
139,8225.0,252,1.3869623059016394,-0.3349224048214286,0.00019154824322195217,4.62548967525912e-05,6.711288041399121e-07,3.9864510805009463e-19,4.511805277815778e-23,4.429390089445497e-23,4.7955635503544125e-22,4.611445233870065e-21,3.92278945105995e-06,9.472716532862318e-07,0.014509051967789493,4.611878655529206e-21,2.488147065595974
140,8325.0,252,0.8391700096224066,-0.15738677124603173,0.00011589467170358713,2.173610588425798e-05,4.6006361883322033e-07,1.4682872068050945e-19,1.661785341206331e-23,1.6314302297834386e-23,2.3379403032758254e-22,2.9283028425217896e-21,3.663394341364419e-06,6.870715118236442e-07,0.028111917035192075,2.928395438978944e-21,0.9164327948068338
141,8724.0,252,0.7992248758691589,-0.18226812170238094,0.00011037799676358114,2.517237733058624e-05,4.950956804899359e-07,1.5819513528363287e-19,1.7904287093566563e-23,1.757723725373699e-23,1.8050626905948966e-22,2.344420097979065e-21,2.6567380951809213e-06,6.058853735466845e-07,0.019246977688491464,2.3445543539389253e-21,0.98737637487343
142,8813.0,253,0.6641825618529412,-0.204974215229249,9.172780136867605e-05,2.830823207371677e-05,5.250291233813982e-07,1.5041287961903627e-19,1.7023503121261394e-23,1.6712542179892928e-23,1.3345698641462908e-22,1.9812083293111184e-21,1.9809240192390293e-06,6.113354514149259e-07,0.016046209252659864,1.981351950779161e-21,0.9388033554018091
143,8923.0,251,0.7555527367272727,-0.15197295802390437,0.00010434659886994136,2.0988424128656024e-05,4.5208170956660815e-07,1.308582137422496e-19,1.4810335496043137e-23,1.4539801526916624e-23,5.586827063594201e-22,7.438767318033662e-21,9.351217498506134e-06,1.880917261353062e-06,0.08844373475338148,7.438796271152454e-21,0.8167527305790848
144,8924.0,254,0.8444488898582677,-0.36290220492519687,0.00011662371836264609,5.011908363984341e-05,6.986000006168394e-07,2.928747099425496e-19,3.3147118461353627e-23,3.2541634438061075e-23,1.304039098631304e-21,1.8095852100753408e-20,1.2407515481937212e-05,5.332134105587216e-06,0.10540298947566569,1.809591171899818e-20,1.8279801643502291
145,9023.0,251,1.197563334048387,-0.2999181696693227,0.0001653910505050599,4.142059107594544e-05,6.350898424583734e-07,3.2500639399959364e-19,3.6783734057184863e-23,3.6111821555510416e-23,3.6584593996427807e-22,3.833754878739209e-21,3.3958304470040642e-06,8.504529349022856e-07,0.014583411125329125,3.834101404110739e-21,2.02853036247067
146,9133.0,248,0.80870747512749,-0.3801102182016129,0.00011168760353615331,5.249561881921495e-05,7.149712038256821e-07,2.962234517936486e-19,3.35261240192478e-23,3.2913716865960965e-23,1.026139480047658e-21,1.4841203460478447e-20,9.633179474249607e-06,4.527805250415259e-06,0.08503152974024066,1.4841277824670864e-20,1.848881367054072
147,9214.0,249,0.741304692028,-0.1554765912248996,0.00010237885402216817,2.1472297974173734e-05,4.5726323379790295e-07,1.3113867830311962e-19,1.484207805252811e-23,1.4570964255902187e-23,1.5366058553485332e-22,2.0711808273682426e-21,2.5598594006956554e-06,5.368888365543247e-07,0.020403359388799912,2.071285257983087e-21,0.8185032526851901
148,9234.0,250,0.8018754226979166,-0.39230510308,0.00011074405399993551,5.417980934466003e-05,7.263496924133939e-07,3.0304030130389704e-19,3.4297644777369086e-23,3.3671144589321904e-23,9.210492672207801e-22,1.3496630963620048e-20,8.499073102099763e-06,4.1580395844851545e-06,0.07537195252593645,1.3496716543017515e-20,1.891428795237745
149,9252.0,249,0.438299319532,-0.2468281984497992,6.053190076218671e-05,3.408853116593018e-05,5.761441611315984e-07,1.3252326345842932e-19,1.4998783314555972e-23,1.4724807050936597e-23,1.643927344870238e-22,3.3723974464418252e-21,2.538974199153002e-06,1.4298229533110256e-06,0.0393756289167234,3.3724629457135548e-21,0.8271451535179947
150,9312.0,254,1.5147478202489795,-0.2097107363188976,0.00020919622880764152,2.896237551355317e-05,5.310606354432218e-07,3.0256401618526332e-19,3.424373954515621e-23,3.3618224020584823e-23,4.016134824852365e-22,3.575299323346037e-21,4.113563661323941e-06,5.695063249334195e-07,0.013332932724978493,3.5756213544226076e-21,1.8884560573403404
151,9325.0,252,1.2506195401346152,-0.3544671895039683,0.00017271844723718103,4.895415480319701e-05,6.904334107565771e-07,3.840759758554618e-19,4.346914034447804e-23,4.267510842838466e-23,4.184077244880734e-22,4.359350185374205e-21,3.4578545022385604e-06,9.800710190328655e-07,0.013853345208797893,4.359775770583136e-21,2.39721369456913
152,9333.0,245,0.7334907273700788,-0.16073519971836733,0.00010129969621344156,2.2198544977736655e-05,4.649318252998593e-07,1.3346800509224024e-19,1.5105707749436148e-23,1.4829778343582252e-23,1.5418841575412073e-21,2.0951751222959082e-20,2.5317010114081764e-05,5.547902004909324e-06,0.24950361047018538,2.0951761916686142e-20,0.8330417670131679
153,9414.0,251,0.5597789505967741,-0.24065799624302792,7.730900408986616e-05,3.323638732034605e-05,5.68897370503189e-07,1.5251062762346686e-19,1.7260923080187064e-23,1.694562529149632e-23,2.2917497962740704e-22,3.933754579440495e-21,3.2955641270615935e-06,1.416816152989546e-06,0.04010353498875736,3.9338289470884686e-21,0.9518964686400829
154,9425.0,252,0.49045986560323884,-0.2130853908095238,6.77356011965315e-05,2.9428436585588072e-05,5.353164829051195e-07,1.2463147154321916e-19,1.4105602194420546e-23,1.384794128257991e-23,7.759185930434169e-23,1.4283471786226368e-21,1.2660250157306413e-06,5.500377383984174e-07,0.011851133962742412,1.4284839502669535e-21,0.7778884625424799
155,9524.0,255,0.359332774102459,-0.3092431303803922,4.962612272772024e-05,4.270842697077743e-05,6.448872767804929e-07,1.4773447868879597e-19,1.6720365738934694e-23,1.641494207653289e-23,4.319405034742403e-22,1.0682288761863489e-20,6.0679732372788445e-06,5.2221204805145294e-06,0.12141656793416726,1.0682314459553642e-20,0.9220860916489337
156,9614.0,252,1.0310971899882355,-0.15588038965079365,0.00014240102596367507,2.1528065083897396e-05,4.5785664288102035e-07,1.738523287456694e-19,1.9676344662348317e-23,1.9316925416185493e-23,2.0671095878083213e-22,2.3045860548796313e-21,2.970232738289147e-06,4.490372402269264e-07,0.015039053236372208,2.3047510031438255e-21,1.0851008901912982
157,9625.0,251,0.454507968,-0.2791441638685259,6.277041735765341e-05,3.855156983514218e-05,6.127002456142621e-07,1.526408461525322e-19,1.727566101713505e-23,1.6960094016948028e-23,9.123510200136811e-23,1.8716237789306708e-21,1.2819489900662608e-06,7.873318052680381e-07,0.01442910793533409,1.871780345850273e-21,0.9527092287729363
